CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,RFM_Score,Has_Zero_Balance,Balance_to_Salary_Ratio,Mobile_Money_Risk,Digital_Adoption_Score,Loyalty_Score,Real_Balance_After_Inflation,Geography,Gender,Account_Currency,Churn_Probability,Actual_Churn,Risk_Band
708,73,6,0.0,1,1,0,35122.723142866766,1.8000000000000005,1,0.0,3,1,6.5,0.0,0,0,0,0.7771052425218351,0,Critical (>70%)
610,56,2,206132.0926503783,1,0,1,122282.49279774906,2.0,0,1.6857,1,2,4.5,196316.28,1,0,0,0.4087163187734592,0,Medium (30-50%)
629,19,2,0.0,2,1,1,36974.3717086732,1.35,1,0.0,1,4,5.0,0.0,0,0,1,0.253069125899379,0,Low (<30%)
378,27,9,208385.8270125565,4,1,1,149835.27242800748,3.05,0,1.3908,0,4,13.0,198462.69,2,1,0,0.2958416913353575,0,Low (<30%)
433,71,2,0.0,1,1,1,77574.38654401034,1.0,1,0.0,2,3,4.5,0.0,0,1,0,0.69788417175891,0,High (50-70%)
426,21,4,0.0,2,1,0,195850.54205787688,2.1500000000000004,1,0.0,2,2,5.0,0.0,1,0,1,0.37817464590962524,0,Medium (30-50%)
626,46,9,0.0,1,0,0,35959.17216607764,1.8000000000000005,1,0.0,3,0,9.5,0.0,0,1,0,0.6338766027690537,1,High (50-70%)
722,74,5,214583.1533274326,2,1,1,43077.57860827752,2.35,0,4.9812,0,4,8.0,204364.91,1,1,0,0.5929553244307648,0,High (50-70%)
617,40,0,238336.6765477925,2,1,0,34329.24164349843,3.1500000000000004,0,6.9425,1,2,1.0,226987.31,2,1,0,0.4772979993901509,0,Medium (30-50%)
578,66,2,0.0,1,1,0,31062.690437565787,1.8000000000000005,1,0.0,3,1,2.5,0.0,2,0,1,0.7151342267447217,0,Critical (>70%)
792,72,5,21132.193981045144,1,0,1,40164.86039090456,1.25,0,0.5261,1,2,7.5,4226.44,1,1,1,0.5373973838686418,1,High (50-70%)
628,61,7,144183.1189725504,2,1,1,12532.375971773252,2.1,0,11.5039,0,4,10.0,137317.26,0,1,0,0.5068926345349528,1,High (50-70%)
667,68,2,193787.5965085215,2,1,0,14676.078556812998,2.9000000000000004,0,13.2034,1,2,3.0,184559.62,2,0,0,0.6376124103349757,1,High (50-70%)
739,19,7,68541.52903914647,2,1,0,178955.29964206275,2.6500000000000004,0,0.383,1,2,8.0,65277.65,2,1,0,0.2884674381327294,0,Low (<30%)
681,39,0,182183.7130152237,1,1,0,124177.9369964732,2.5500000000000003,0,1.4671,2,1,0.5,173508.3,1,0,0,0.4215369398490321,0,Medium (30-50%)
806,42,2,153189.82558636618,2,1,1,49255.06923816686,2.1,0,3.1101,0,4,5.0,145895.07,0,0,0,0.32272088955911676,0,Medium (30-50%)
630,58,0,24557.62321520267,1,0,1,188314.6892185787,1.25,0,0.1304,1,2,2.5,23388.21,0,1,0,0.5185733077910509,0,High (50-70%)
426,18,5,26321.918130696424,1,1,1,132414.121177201,1.25,0,0.1988,1,3,7.5,5264.38,2,1,1,0.13715713807231697,0,Low (<30%)
366,28,8,199930.1862310044,1,1,0,9515.667760883374,2.5500000000000003,0,21.0084,2,1,8.5,190409.7,0,0,0,0.319269942359495,0,Medium (30-50%)
464,35,7,59688.25701228264,2,1,1,145796.5888969001,1.85,0,0.4094,0,4,10.0,56845.96,2,0,0,0.22870448166717006,0,Low (<30%)
425,21,2,0.0,1,0,0,74937.5675965417,1.8000000000000005,1,0.0,3,0,2.5,0.0,1,1,1,0.4462613156037582,0,Medium (30-50%)
731,74,7,75641.84926691279,2,1,1,173978.75884949384,1.85,0,0.4348,0,4,10.0,72039.86,0,1,0,0.610024646078488,0,High (50-70%)
460,65,2,93352.66476781057,2,1,1,152266.2753506471,1.85,0,0.6131,0,4,5.0,88907.3,0,1,0,0.5660438544039944,0,High (50-70%)
691,30,3,20823.446298904848,1,1,0,6730.978576540645,2.0500000000000003,0,3.0932,2,1,3.5,4164.69,0,0,1,0.3347726313581856,0,Medium (30-50%)
644,39,5,0.0,2,1,0,38099.201504540775,2.1500000000000004,1,0.0,2,2,6.0,0.0,2,0,0,0.5003308120854193,0,High (50-70%)
581,19,3,118597.74593952368,2,1,1,46725.88710202461,2.1,0,2.5381,0,4,6.0,112950.23,2,0,0,0.16024494223310817,0,Low (<30%)
474,48,3,42123.08709893955,3,1,0,117254.55105449018,2.75,0,0.3592,1,2,4.5,40117.23,0,1,0,0.6449482461424414,1,High (50-70%)
406,47,2,167850.03276242575,1,1,0,179687.400360817,2.5500000000000003,0,0.9341,2,1,2.5,159857.17,0,1,0,0.5628771638153556,1,High (50-70%)
462,63,4,67614.7358916103,2,0,0,74834.08061250013,2.6500000000000004,0,0.9035,1,1,5.0,64394.99,0,0,0,0.6696419708120812,0,High (50-70%)
659,60,1,0.0,2,1,0,47939.00483025843,2.1500000000000004,1,0.0,2,2,2.0,0.0,2,1,0,0.7334127408951256,1,Critical (>70%)
795,74,2,238036.22959283527,2,1,0,87082.44167154898,3.1500000000000004,0,2.7334,1,2,3.0,226701.17,0,0,0,0.7211889359718421,0,Critical (>70%)
556,35,7,56289.38796406762,2,1,1,36414.8531342277,1.85,0,1.5457,0,4,10.0,53608.94,0,1,0,0.3124822005224889,0,Medium (30-50%)
767,40,7,228182.42219037653,3,0,0,65735.02613259746,3.5,0,3.4712,1,1,8.5,217316.59,0,0,0,0.5035751392410761,0,High (50-70%)
555,68,7,0.0,1,1,0,89915.65879165822,1.8000000000000005,1,0.0,3,1,7.5,0.0,2,1,1,0.7462598599064856,1,Critical (>70%)
556,49,1,94378.97867327114,1,1,1,114344.9017543134,1.5,0,0.8254,1,3,3.5,89884.74,1,0,0,0.3506064626413362,0,Medium (30-50%)
527,18,7,0.0,1,1,0,184822.83524747417,1.8000000000000005,1,0.0,3,1,7.5,0.0,0,1,1,0.39787381544337486,0,Medium (30-50%)
658,57,1,104986.81568267576,1,0,1,60407.74422489224,1.75,0,1.7379,1,2,3.5,99987.44,0,1,0,0.519357423546602,0,High (50-70%)
556,29,2,236585.7957794036,2,0,1,101955.5591167522,2.35,0,2.3205,0,3,5.0,225319.81,0,0,0,0.23905556489514926,0,Low (<30%)
697,43,1,0.0,3,1,0,162885.09705588635,2.5,1,0.0,2,2,2.5,0.0,0,1,0,0.7030552093292605,0,Critical (>70%)
731,34,0,71495.88145519586,2,1,0,12284.642785297769,2.6500000000000004,0,5.8195,1,2,1.0,68091.32,0,0,0,0.44128624406349026,0,Medium (30-50%)
366,62,7,64317.47485112532,2,0,1,161821.542441377,1.85,0,0.3975,0,3,10.0,61254.74,1,0,0,0.4578377247382341,0,Medium (30-50%)
781,66,8,194896.33785972567,2,1,1,54745.55561273465,2.1,0,3.56,0,4,11.0,185615.56,0,1,0,0.5194887045205864,0,High (50-70%)
598,32,7,0.0,2,1,1,81063.56240359512,1.35,1,0.0,1,4,10.0,0.0,2,0,0,0.2776520634964783,0,Low (<30%)
486,53,6,165420.73228759106,2,1,0,168657.62226890973,2.9000000000000004,0,0.9808,1,2,7.0,157543.55,1,1,0,0.5780995290204033,0,High (50-70%)
395,69,1,19214.891099462548,2,1,0,168532.5510132081,2.4000000000000004,0,0.114,1,2,2.0,18299.9,0,1,0,0.7554420287464325,0,Critical (>70%)
542,26,9,0.0,1,1,1,80642.49874768459,1.0,1,0.0,2,3,11.5,0.0,2,1,1,0.2607223186618132,0,Low (<30%)
431,60,0,18933.113122377687,1,0,1,166437.23213337435,1.25,0,0.1138,1,2,2.5,18031.54,2,0,0,0.44025158396108494,0,Medium (30-50%)
544,40,9,0.0,1,1,1,18240.584901573544,1.0,1,0.0,2,3,11.5,0.0,2,1,1,0.36281639852989334,0,Medium (30-50%)
513,53,9,239922.9851519736,2,1,0,199497.3599968467,3.1500000000000004,0,1.2026,1,2,10.0,228498.08,1,1,0,0.5514545467379118,0,High (50-70%)
624,28,2,106282.09294614589,1,1,0,189825.28355703145,2.5500000000000003,0,0.5599,2,1,2.5,101221.04,1,1,0,0.39892573946989557,0,Medium (30-50%)
811,20,8,84580.68093610632,1,1,0,182100.8281581918,2.3000000000000003,0,0.4645,2,1,8.5,80553.03,0,1,0,0.3135442350326354,0,Medium (30-50%)
362,27,1,225751.4810326876,2,0,1,6331.441263340496,2.35,0,35.65,0,3,4.0,215001.41,2,1,0,0.24368726868862645,0,Low (<30%)
819,33,7,247959.58312413932,2,0,1,102115.66543241656,2.35,0,2.4282,0,3,10.0,236151.98,2,0,0,0.20195369370226993,0,Low (<30%)
641,59,3,189842.0237163364,4,1,0,194712.95934183875,3.6,0,0.975,1,2,5.0,180801.93,0,1,0,0.7553278796307528,1,Critical (>70%)
451,49,8,140969.11767590925,1,1,1,106330.9957881869,1.75,0,1.3257,1,3,10.5,134256.3,1,0,0,0.3186589087706105,0,Medium (30-50%)
625,31,6,229627.76188498444,3,0,1,146264.48786170778,2.7,0,1.5699,0,3,9.5,218693.11,0,0,0,0.28096645803067594,0,Low (<30%)
562,53,6,149789.83881156202,2,1,1,83070.49988797343,2.1,0,1.8031,0,4,9.0,142656.99,2,1,0,0.3958406019966096,0,Medium (30-50%)
368,21,4,212941.33990239588,2,1,1,102505.30516394212,2.35,0,2.0773,0,4,7.0,202801.28,0,1,0,0.22223235248383877,0,Low (<30%)
446,73,7,181044.04973887245,1,0,1,76139.0203826278,1.75,0,2.3778,1,2,9.5,172422.9,1,0,0,0.515469516632556,0,High (50-70%)
817,52,5,0.0,1,1,1,196902.6089181669,1.0,1,0.0,2,3,7.5,0.0,1,1,1,0.4932170130023009,0,Medium (30-50%)
426,35,8,0.0,2,1,0,136978.8529510067,2.1500000000000004,1,0.0,2,2,9.0,0.0,1,1,0,0.528045380260835,0,High (50-70%)
799,59,9,137783.0007284117,2,0,0,138204.00037365797,2.9000000000000004,0,0.9969,1,1,10.0,131221.91,1,1,0,0.6253094175090701,0,High (50-70%)
480,51,1,0.0,1,1,1,135079.49006563003,1.0,1,0.0,2,3,3.5,0.0,1,1,0,0.5203016584911587,0,High (50-70%)
724,64,5,0.0,1,1,1,56631.94923574461,1.0,1,0.0,2,3,7.5,0.0,0,0,1,0.5710539372262091,0,High (50-70%)
419,27,2,0.0,1,0,0,161350.49310156194,1.8000000000000005,1,0.0,3,0,2.5,0.0,0,0,0,0.46409066028630236,1,Medium (30-50%)
593,29,0,0.0,2,1,0,89256.76243579872,2.1500000000000004,1,0.0,2,2,1.0,0.0,2,0,0,0.44518429982283825,0,Medium (30-50%)
570,37,4,0.0,2,1,0,173376.2697132835,2.1500000000000004,1,0.0,2,2,5.0,0.0,2,0,0,0.4850261623132313,0,Medium (30-50%)
688,69,0,0.0,1,0,1,110578.17791140285,1.0,1,0.0,2,2,2.5,0.0,1,0,1,0.6263078948631047,0,High (50-70%)
354,53,6,0.0,1,1,0,66667.49642061123,1.8000000000000005,1,0.0,3,1,6.5,0.0,2,1,0,0.6524585301818757,0,High (50-70%)
714,71,9,222482.93713304127,2,1,1,138460.0927698364,2.35,0,1.6068,0,4,12.0,211888.51,0,0,0,0.5083358006066044,1,High (50-70%)
622,21,4,246945.26587494844,1,1,0,17039.448383018935,2.8000000000000003,0,14.4917,2,1,4.5,235185.97,2,0,0,0.24927881834104973,0,Low (<30%)
545,28,9,0.0,1,1,1,94727.69692063348,1.0,1,0.0,2,3,11.5,0.0,2,1,1,0.2732594188658579,0,Low (<30%)
426,53,0,91109.87688758376,1,1,0,10728.863769192069,2.3000000000000003,0,8.4912,2,1,0.5,86771.31,2,1,0,0.5909692418855362,1,High (50-70%)
784,43,6,23628.589664891493,2,0,0,173733.05984477093,2.4000000000000004,0,0.136,1,1,7.0,4725.72,1,1,1,0.45859409811509766,0,Medium (30-50%)
578,32,6,0.0,2,0,1,139310.62889712708,1.35,1,0.0,1,3,9.0,0.0,2,1,1,0.33568743965736725,0,Medium (30-50%)
718,30,6,204722.55177519727,1,1,0,94235.76798338754,2.8000000000000003,0,2.1724,2,1,6.5,194973.86,0,1,0,0.4021179991257412,0,Medium (30-50%)
411,65,1,119617.49698729032,2,0,0,27283.35401843721,2.9000000000000004,0,4.3841,1,1,2.0,113921.43,0,1,0,0.7458792648343268,0,Critical (>70%)
817,37,4,84183.01334420404,1,1,1,36265.9225972514,1.5,0,2.3212,1,3,6.5,80174.3,2,0,0,0.2353027627043699,0,Low (<30%)
630,74,1,31590.829789731222,1,1,1,5707.908129665564,1.25,0,5.5336,1,3,3.5,30086.5,0,1,0,0.6361628569215944,0,High (50-70%)
659,41,3,135597.5069456917,1,1,1,79813.49536018308,1.75,0,1.6989,1,3,5.5,129140.48,0,1,0,0.35408759630913916,1,Medium (30-50%)
695,32,3,0.0,2,1,1,199893.44109550168,1.35,1,0.0,1,4,6.0,0.0,0,1,1,0.38022665189451244,0,Medium (30-50%)
461,73,7,140216.6494869485,1,0,0,14302.00108101436,2.5500000000000003,0,9.8033,2,0,7.5,133539.67,0,0,0,0.7107417688809115,0,Critical (>70%)
355,59,4,0.0,1,1,0,104109.2463369356,1.8000000000000005,1,0.0,3,1,4.5,0.0,1,0,1,0.6774538858693291,1,High (50-70%)
398,36,0,61932.23664716729,1,0,0,1199.5251521608798,2.3000000000000003,0,51.5876,2,0,0.5,58983.08,2,1,0,0.47189104282803895,0,Medium (30-50%)
817,43,0,224466.53122157324,2,1,1,181463.77168592764,2.35,0,1.237,0,4,3.0,213777.65,0,0,0,0.3294957465628265,1,Medium (30-50%)
692,64,1,198692.36300028337,2,1,0,121194.91172460928,2.9000000000000004,0,1.6394,1,2,2.0,189230.82,0,1,0,0.6982607107548332,0,High (50-70%)
567,27,4,0.0,2,1,0,88005.37561870657,2.1500000000000004,1,0.0,2,2,5.0,0.0,2,0,0,0.4064608502301249,0,Medium (30-50%)
583,67,2,30074.44951148802,1,1,0,28665.77896389565,2.0500000000000003,0,1.0491,2,1,2.5,28642.33,1,1,0,0.7068829506428356,0,Critical (>70%)
527,67,3,232127.91166120608,3,1,0,67869.16963803781,3.5,0,3.4202,1,2,4.5,221074.2,2,1,0,0.7313874492697243,1,Critical (>70%)
686,19,0,43493.42101539385,2,1,1,102799.19993140944,1.6,0,0.4231,0,4,3.0,41422.31,0,1,0,0.2241692406886224,0,Low (<30%)
802,45,2,238291.8849062168,1,0,0,40127.9276381508,2.8000000000000003,0,5.9382,2,0,2.5,226944.65,0,1,0,0.5499509318781824,0,High (50-70%)
675,72,4,23882.7965637118,1,0,0,70076.20385114977,2.0500000000000003,0,0.3408,2,0,4.5,22745.52,0,0,0,0.7153660447318403,1,Critical (>70%)
560,21,3,78043.48662983322,2,1,1,50865.42835878942,1.85,0,1.5343,0,4,6.0,74327.13,1,1,0,0.21525070709591695,0,Low (<30%)
824,21,4,23068.46371507557,2,1,1,146404.11233873066,1.6,0,0.1576,0,4,7.0,4613.69,1,1,1,0.17243965988021556,0,Low (<30%)
813,28,2,167602.45723245724,1,1,1,1827.5085679996787,1.75,0,91.6607,1,3,4.5,159621.39,0,1,0,0.2547507447004314,0,Low (<30%)
642,26,6,188373.85346922057,2,0,0,112341.49994879653,2.9000000000000004,0,1.6768,1,1,7.0,179403.67,2,0,0,0.29109534012185234,0,Low (<30%)
783,61,3,233619.00570225663,2,1,0,41966.10701972888,3.1500000000000004,0,5.5667,1,2,4.0,222494.29,0,1,0,0.6737020066481547,0,High (50-70%)
495,55,6,214803.33721331923,2,0,0,82143.49369125973,3.1500000000000004,0,2.6149,1,1,7.0,204574.61,0,1,0,0.6336721038628724,0,High (50-70%)
580,33,2,163532.66003256876,2,1,0,2016.877035748961,2.9000000000000004,0,81.0419,1,2,3.0,155745.39,1,1,0,0.4381464057096726,0,Medium (30-50%)
357,69,4,205726.0973312452,2,0,0,116668.89569744702,3.1500000000000004,0,1.7633,1,1,5.0,195929.62,0,0,0,0.703602671963397,1,Critical (>70%)
457,53,7,78919.85248643637,2,1,1,42559.75483779987,1.85,0,1.8543,0,4,10.0,75161.76,0,0,0,0.39414274158137097,1,Medium (30-50%)
626,25,5,172130.9671527994,1,0,0,17898.31585956627,2.5500000000000003,0,9.6166,2,0,5.5,163934.25,0,1,0,0.37700765438989037,0,Medium (30-50%)
423,28,8,0.0,3,1,0,50040.7982007162,2.5,1,0.0,2,2,9.5,0.0,0,1,0,0.559660793418635,0,High (50-70%)
465,29,6,150447.45502301754,1,0,1,54935.80884090679,1.75,0,2.7386,1,2,8.5,143283.29,1,1,0,0.2457758389967378,0,Low (<30%)
405,37,6,0.0,1,1,0,25744.85953866913,1.8000000000000005,1,0.0,3,1,6.5,0.0,0,1,1,0.570403452663158,0,High (50-70%)
429,60,4,98513.45515835716,1,1,1,149579.71667302292,1.5,0,0.6586,1,3,6.5,93822.34,0,1,0,0.49840612055873634,0,Medium (30-50%)
806,32,3,207498.03631075425,1,1,1,154191.09301827542,2.0,0,1.3457,1,3,5.5,197617.18,2,1,0,0.24099911470048868,0,Low (<30%)
422,29,1,186359.21520522368,3,0,1,189505.0449254676,2.45,0,0.9834,0,3,4.5,177484.97,0,1,0,0.336964452123638,1,Medium (30-50%)
513,24,4,103005.80760855842,2,1,1,50928.8257385965,2.1,0,2.0225,0,4,7.0,98100.77,0,0,0,0.2155382322759166,1,Low (<30%)
518,48,2,0.0,1,1,1,187525.60717570403,1.0,1,0.0,2,3,4.5,0.0,1,1,1,0.48432425067767754,0,Medium (30-50%)
805,31,7,49348.44910231769,3,1,1,150783.7542870278,1.95,0,0.3273,0,4,10.5,46998.52,2,0,0,0.2325439976335483,0,Low (<30%)
525,52,4,150273.90903769774,2,0,0,103420.57397588129,2.9000000000000004,0,1.453,1,1,5.0,143118.01,0,1,0,0.6233947543432384,0,High (50-70%)
433,33,2,25300.26143676623,1,0,1,150222.37133822657,1.25,0,0.1684,1,2,4.5,5060.05,0,1,1,0.2652848944405991,0,Low (<30%)
648,40,3,196645.4880539036,2,1,1,21783.354106070165,2.1,0,9.0269,0,4,6.0,187281.42,1,1,0,0.31948551298077027,0,Medium (30-50%)
721,29,7,73701.33961531671,2,0,0,56818.77464943555,2.6500000000000004,0,1.2971,1,1,8.0,70191.75,0,0,0,0.37081665716284,0,Medium (30-50%)
712,53,9,222503.56636662543,1,1,0,120983.84935360808,2.8000000000000003,0,1.8391,2,1,9.5,211908.16,0,1,0,0.5674844617299365,1,High (50-70%)
693,37,4,200153.3343908164,2,0,0,1548.4228489624577,3.1500000000000004,0,129.1793,1,1,5.0,190622.22,0,0,0,0.44340794705646097,1,Medium (30-50%)
638,52,3,65876.10634960036,2,1,1,115009.140953729,1.85,0,0.5728,0,4,6.0,62739.15,1,1,0,0.4359408155127694,0,Medium (30-50%)
738,25,9,0.0,1,1,0,56133.51510211134,1.8000000000000005,1,0.0,3,1,9.5,0.0,0,1,0,0.44644200414587,0,Medium (30-50%)
649,57,9,62101.22386736089,2,0,1,159933.07333314075,1.85,0,0.3883,0,3,12.0,59144.02,0,0,0,0.423685473145516,0,Medium (30-50%)
493,33,0,33553.10445545138,2,1,1,146130.88981285086,1.6,0,0.2296,0,4,3.0,31955.34,1,0,0,0.2564966716846994,0,Low (<30%)
736,44,8,172459.1351268591,3,1,1,167223.53221237712,2.45,0,1.0313,0,4,11.5,164246.8,1,1,0,0.380334082026801,0,Medium (30-50%)
769,40,5,231078.8447952805,3,1,1,122061.11650868856,2.7,0,1.8931,0,4,8.5,220075.09,0,0,0,0.33756656778646926,0,Medium (30-50%)
465,69,7,25714.50557334334,1,1,1,106381.5850495354,1.25,0,0.2417,1,3,9.5,5142.9,0,1,1,0.5048498120800207,0,High (50-70%)
369,21,2,167866.03668102613,1,1,1,150924.49669894355,1.75,0,1.1122,1,3,4.5,159872.42,0,1,0,0.21743318345068965,0,Low (<30%)
673,45,4,89173.40244778672,1,1,1,195298.02844056697,1.5,0,0.4566,1,3,6.5,84927.05,2,1,0,0.3281481795859713,0,Medium (30-50%)
571,39,7,17779.377774380435,2,0,0,145317.9625203825,2.4000000000000004,0,0.1223,1,1,8.0,16932.74,0,1,0,0.5058600847571395,0,High (50-70%)
477,53,4,237983.1274424873,2,0,1,92181.79687243167,2.35,0,2.5816,0,3,7.0,226650.6,0,1,0,0.45551001630969656,0,Medium (30-50%)
377,43,6,55356.37760931956,2,1,0,164056.5679818417,2.6500000000000004,0,0.3374,1,2,7.0,52720.36,1,0,0,0.46383033743343505,0,Medium (30-50%)
795,33,3,136072.9790557631,2,1,0,112705.76808619316,2.9000000000000004,0,1.2073,1,2,4.0,129593.31,1,1,0,0.4360712575394449,0,Medium (30-50%)
458,60,8,0.0,2,1,0,156694.94949334502,2.1500000000000004,1,0.0,2,2,9.0,0.0,1,1,0,0.719450096912807,1,Critical (>70%)
433,60,9,0.0,2,0,0,69668.51253381546,2.1500000000000004,1,0.0,2,1,10.0,0.0,2,0,1,0.6599343884179235,0,High (50-70%)
410,42,2,116182.1601219657,1,1,0,126957.97007823942,2.5500000000000003,0,0.9151,2,1,2.5,110649.68,0,1,0,0.54238637331135,0,High (50-70%)
398,58,6,190026.5014981556,3,0,1,2792.2999123378704,2.45,0,68.0294,0,3,9.5,180977.62,0,1,0,0.5483068758119566,0,High (50-70%)
434,66,7,171760.90614117,2,1,0,30173.084906907727,2.9000000000000004,0,5.6923,1,2,8.0,163581.82,0,1,0,0.6988684021380918,1,High (50-70%)
599,23,5,93553.42026893192,2,1,0,88702.29202763367,2.6500000000000004,0,1.0547,1,2,6.0,89098.5,0,0,0,0.3197683785485377,0,Medium (30-50%)
670,48,9,56535.29205577712,2,1,1,83873.59090470645,1.85,0,0.674,0,4,12.0,53843.14,0,1,0,0.39661350323221284,0,Medium (30-50%)
798,24,9,102673.42415089412,2,0,1,165190.61684396834,2.1,0,0.6215,0,3,12.0,97784.21,2,1,0,0.20089069680875943,0,Low (<30%)
589,52,8,0.0,2,1,0,103313.95977440056,2.1500000000000004,1,0.0,2,2,9.0,0.0,0,0,0,0.6344655781709588,1,High (50-70%)
679,39,8,199545.44744822083,2,1,1,21656.787729397147,2.1,0,9.2136,0,4,11.0,190043.28,0,1,0,0.30628040013247837,0,Medium (30-50%)
742,67,0,15734.28200259226,1,0,1,46181.653181124006,1.25,0,0.3407,1,2,2.5,3146.86,0,1,1,0.5636755798153926,0,High (50-70%)
704,24,3,0.0,1,1,0,163823.59670546773,1.8000000000000005,1,0.0,3,1,3.5,0.0,0,1,1,0.46724245721107677,0,Medium (30-50%)
731,69,0,216431.8003047464,2,1,1,54930.462867517,2.35,0,3.94,0,4,3.0,206125.52,1,0,0,0.5258755051546645,0,High (50-70%)
355,39,9,164073.12896009852,2,1,0,174415.21289236294,2.9000000000000004,0,0.9407,1,2,10.0,156260.12,2,1,0,0.42364026276278977,0,Medium (30-50%)
613,49,2,0.0,2,1,1,75641.12717611756,1.35,1,0.0,1,4,5.0,0.0,2,1,0,0.48677525819385215,0,Medium (30-50%)
432,41,0,180899.76690422624,1,1,1,112265.40046253856,1.75,0,1.6113,1,3,2.5,172285.49,0,0,0,0.30997631473495874,0,Medium (30-50%)
501,52,2,0.0,2,1,0,151709.41960563097,2.1500000000000004,1,0.0,2,2,3.0,0.0,2,0,1,0.6203397140813897,0,High (50-70%)
528,65,2,0.0,1,0,1,41316.0858386023,1.0,1,0.0,2,2,4.5,0.0,2,1,1,0.6184715388292866,1,High (50-70%)
795,30,2,0.0,2,1,1,166513.6469986129,1.35,1,0.0,1,4,5.0,0.0,0,1,0,0.3711859920522019,0,Medium (30-50%)
601,34,6,160525.6672750786,1,1,1,13455.667273997718,1.75,0,11.9291,1,3,8.5,152881.59,2,0,0,0.20793609261399887,0,Low (<30%)
661,51,9,242276.35166012772,1,1,0,98849.26918363605,2.8000000000000003,0,2.4509,2,1,9.5,230739.38,0,0,0,0.49165930899101373,1,Medium (30-50%)
725,53,2,0.0,1,1,1,85251.30310007057,1.0,1,0.0,2,3,4.5,0.0,1,1,0,0.5280540319007668,1,High (50-70%)
483,32,7,132313.2370414611,1,0,1,8102.797352904183,1.75,0,16.3273,1,2,9.5,126012.61,1,1,0,0.2662754556813045,0,Low (<30%)
737,55,4,0.0,2,1,0,112942.9075540105,2.1500000000000004,1,0.0,2,2,5.0,0.0,2,1,1,0.6788325632974019,1,High (50-70%)
811,49,7,199875.3342140777,2,1,1,79556.23512590009,2.1,0,2.5123,0,4,10.0,190357.46,1,1,0,0.3595259538583903,0,Medium (30-50%)
829,26,0,19934.90881955752,2,0,1,51705.16737152203,1.6,0,0.3855,0,3,3.0,18985.63,2,0,0,0.20775103884063942,0,Low (<30%)
463,23,1,156648.5570504056,1,1,1,98478.64945949084,1.75,0,1.5907,1,3,3.5,149189.1,1,0,0,0.1843806695677146,0,Low (<30%)
496,48,0,112838.1974803716,4,1,0,94522.56109664976,3.6,0,1.1938,1,2,2.0,107464.95,1,1,0,0.7059990094695843,0,Critical (>70%)
437,18,9,234717.930008048,1,1,0,163602.42883938894,2.8000000000000003,0,1.4347,2,1,9.5,223540.89,0,0,0,0.24645066428344106,0,Low (<30%)
576,21,0,51184.58011292444,2,1,0,167045.07362644645,2.6500000000000004,0,0.3064,1,2,1.0,48747.22,0,1,0,0.39250253782736055,0,Medium (30-50%)
748,18,7,201318.9647089973,1,0,1,52121.32027450919,2.0,0,3.8624,1,2,9.5,191732.35,1,1,0,0.17765837052829098,0,Low (<30%)
568,22,8,179014.9877046103,2,1,1,135377.5317928578,2.1,0,1.3223,0,4,11.0,170490.46,2,1,0,0.17385851241480452,0,Low (<30%)
674,51,5,101461.8966212035,1,0,1,185689.72525594075,1.75,0,0.5464,1,2,7.5,96630.38,2,1,0,0.3944162172760851,0,Medium (30-50%)
420,52,2,63155.13106517786,2,1,1,181181.37467692976,1.85,0,0.3486,0,4,5.0,60147.74,0,1,0,0.4683821223594761,0,Medium (30-50%)
383,73,2,166245.8803937052,1,1,1,178021.83545236065,1.75,0,0.9338,1,3,4.5,158329.41,2,0,0,0.5108255401591206,0,High (50-70%)
595,42,2,240274.6911100352,1,1,1,136250.6836517988,2.0,0,1.7635,1,3,4.5,228833.04,0,0,0,0.30148414847187777,0,Medium (30-50%)
664,56,5,26399.621764537827,1,1,0,66138.52971208886,2.0500000000000003,0,0.3992,2,1,5.5,5279.92,0,1,1,0.5713589941495092,1,High (50-70%)
563,31,1,164933.05398251023,3,1,0,115479.09791999756,3.25,0,1.4282,1,2,2.5,157079.1,1,1,0,0.4874392971791847,0,Medium (30-50%)
534,36,8,23522.42707733402,2,1,1,177745.84172733303,1.6,0,0.1323,0,4,11.0,22402.31,0,1,0,0.30309337723564966,0,Medium (30-50%)
429,73,5,0.0,2,1,0,62419.86952601736,2.1500000000000004,1,0.0,2,2,6.0,0.0,0,1,1,0.8256917385741022,0,Critical (>70%)
497,45,9,0.0,2,1,1,438.75421790069487,1.35,1,0.0,1,4,12.0,0.0,1,1,0,0.4424533065654695,1,Medium (30-50%)
573,33,8,232918.9688530972,3,0,1,116123.58987686428,2.7,0,2.0058,0,3,11.5,221827.59,0,0,0,0.2860189419904638,0,Low (<30%)
811,19,8,85684.7173939694,1,0,1,25993.768567052244,1.5,0,3.2962,1,2,10.5,81604.49,0,1,0,0.19542208728720212,0,Low (<30%)
847,50,3,143159.5323623039,1,0,1,163296.90700357672,1.75,0,0.8767,1,2,5.5,136342.41,0,1,0,0.4270776892102566,0,Medium (30-50%)
474,19,6,57442.07473484566,1,1,0,4756.348350077851,2.3000000000000003,0,12.0744,2,1,6.5,54706.74,1,1,0,0.3169125619461688,0,Medium (30-50%)
709,39,4,0.0,1,1,1,175423.56196373163,1.0,1,0.0,2,3,6.5,0.0,1,1,1,0.3953223132911846,0,Medium (30-50%)
