CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,RFM_Score,Has_Zero_Balance,Balance_to_Salary_Ratio,Mobile_Money_Risk,Digital_Adoption_Score,Loyalty_Score,Real_Balance_After_Inflation,Geography,Gender,Account_Currency,Exited
486,32,0,28591.48411404488,3,1,1,114747.84748422676,1.9499999999999997,0,0.2492,0,4,3.5,5718.3,Spain,Female,ZWL,0
663,44,6,0.0,1,1,1,169409.40690353682,1.0,1,0.0,2,3,8.5,0.0,Germany,Male,ZWL,0
536,19,3,214433.1093145476,2,1,1,92372.48803999352,2.35,0,2.3214,0,4,6.0,204222.01,France,Male,USD,0
570,45,7,0.0,1,1,1,153785.97739734213,1.0,1,0.0,2,3,9.5,0.0,Germany,Male,USD,0
813,28,1,133431.0617959805,2,0,1,23569.83585174073,2.1,0,5.6609,0,3,4.0,127077.2,France,Male,USD,0
787,63,7,87833.1105088812,2,1,0,25964.655487198488,2.6500000000000004,0,3.3827,1,2,8.0,83650.58,Germany,Female,USD,0
395,38,1,0.0,1,1,1,57642.62053866678,1.0,1,0.0,2,3,3.5,0.0,Germany,Female,ZWL,0
627,59,7,185045.25619141647,2,1,0,63643.96031291501,2.9000000000000004,0,2.9075,1,2,8.0,176233.58,Germany,Female,USD,0
541,49,0,109889.24350405214,1,0,1,125252.4459653408,1.75,0,0.8773,1,2,2.5,104656.42,Spain,Female,USD,0
357,49,1,94423.06532371294,2,1,0,43871.60641483566,2.6500000000000004,0,2.1522,1,2,2.0,89926.73,Germany,Female,USD,0
728,24,4,28493.37305196169,2,1,0,28275.81643688575,2.4000000000000004,0,1.0077,1,2,5.0,27136.55,Germany,Female,USD,0
625,39,0,117336.75823698573,2,1,1,129182.54590436968,2.1,0,0.9083,0,4,3.0,111749.29,France,Male,USD,0
528,31,4,104293.54708463696,1,0,1,199454.0565706344,1.75,0,0.5229,1,2,6.5,99327.19,Spain,Female,USD,0
683,30,4,169190.11365245248,1,1,0,198403.9653555807,2.5500000000000003,0,0.8528,2,1,4.5,161133.44,Spain,Male,USD,0
388,38,6,115298.79677811755,2,1,1,184401.20303604603,2.1,0,0.6253,0,4,9.0,109808.38,France,Female,USD,0
642,39,1,0.0,1,0,1,12424.228319473394,1.0,1,0.0,2,2,3.5,0.0,France,Male,USD,0
527,51,1,0.0,2,1,1,152853.4938718263,1.35,1,0.0,1,4,4.0,0.0,France,Female,USD,0
511,27,5,195691.54526909947,3,1,0,76838.22787443738,3.25,0,2.5468,1,2,6.5,186372.9,Spain,Female,USD,0
680,18,9,236873.11897695265,2,1,1,164439.15308678514,2.35,0,1.4405,0,4,12.0,225593.45,Germany,Female,USD,0
723,18,2,0.0,1,1,1,9685.806074941054,1.0,1,0.0,2,3,4.5,0.0,France,Female,ZWL,0
453,41,7,111408.61603668467,2,1,1,167383.75716869894,2.1,0,0.6656,0,4,10.0,106103.44,Spain,Male,USD,0
510,20,2,0.0,3,1,0,123962.0568584398,2.5,1,0.0,2,2,3.5,0.0,France,Female,USD,0
636,48,9,20283.105224339062,1,0,1,16048.552217767365,1.25,0,1.2638,1,2,11.5,19317.24,Spain,Male,USD,0
472,60,3,93974.87839161244,2,0,1,191681.76158026885,1.85,0,0.4903,0,3,6.0,89499.88,France,Male,USD,1
403,68,6,0.0,2,1,1,174494.78290434444,1.35,1,0.0,1,4,9.0,0.0,France,Male,USD,0
777,58,0,0.0,1,1,0,137811.4653330237,1.8000000000000003,1,0.0,3,1,0.5,0.0,France,Male,ZWL,1
383,30,0,127452.70942765826,2,1,0,73844.14139994983,2.9000000000000004,0,1.7259,1,2,1.0,121383.53,France,Male,USD,0
591,71,8,235385.84833100252,2,0,0,101939.37994987224,3.1500000000000004,0,2.3091,1,1,9.0,224177.0,Germany,Female,USD,0
804,21,5,15742.360108614228,2,1,0,5470.001444184658,2.4000000000000004,0,2.8774,1,2,6.0,3148.47,Germany,Female,ZWL,0
727,69,4,28699.5167980448,1,0,0,134370.47059512162,2.0500000000000003,0,0.2136,2,0,4.5,5739.9,France,Male,ZWL,0
462,40,1,57271.12093794892,1,1,1,191070.29037545773,1.5,0,0.2997,1,3,3.5,54543.92,France,Male,USD,0
667,23,1,102375.78296547088,1,0,0,43733.673622759066,2.5500000000000003,0,2.3408,2,0,1.5,97500.75,France,Male,USD,0
372,51,6,122989.56991693669,1,0,1,81508.63966603286,1.75,0,1.5089,1,2,8.5,117132.92,Germany,Male,USD,0
395,58,5,18801.15582684716,1,1,0,172369.9568846222,2.0500000000000003,0,0.1091,2,1,5.5,3760.23,Germany,Male,ZWL,0
661,35,7,0.0,2,1,1,13239.532866119174,1.35,1,0.0,1,4,10.0,0.0,France,Male,USD,0
484,73,2,0.0,1,1,0,64002.93419943821,1.8000000000000003,1,0.0,3,1,2.5,0.0,Germany,Female,ZWL,1
467,53,2,74322.47367546317,1,1,1,188292.88009927692,1.5,0,0.3947,1,3,4.5,70783.31,France,Female,USD,0
822,43,4,71624.37621497264,1,1,0,153796.37043157034,2.3000000000000003,0,0.4657,2,1,4.5,68213.69,Spain,Male,USD,0
538,50,9,16140.508238431465,2,0,0,16194.191921673122,2.4000000000000004,0,0.9966,1,1,10.0,3228.1,Spain,Male,ZWL,0
480,50,3,105791.69504229684,2,1,1,92894.51264620452,2.1,0,1.1388,0,4,6.0,100754.0,Germany,Female,USD,0
771,42,7,71075.27610531899,1,1,1,102509.09026914426,1.5,0,0.6933,1,3,9.5,67690.74,Spain,Female,USD,0
561,69,5,158420.79372202887,1,1,0,148081.9379861779,2.5500000000000003,0,1.0698,2,1,5.5,150876.95,Spain,Male,USD,1
767,34,7,141491.93489180008,2,0,0,42883.38767894909,2.9000000000000004,0,3.2994,1,1,8.0,134754.22,Spain,Male,USD,0
462,68,6,239711.96785802225,2,1,0,47120.75755390128,3.1500000000000004,0,5.0871,1,2,7.0,228297.11,Germany,Male,USD,0
393,20,1,200858.5548136453,2,1,0,170531.65334232012,3.1500000000000004,0,1.1778,1,2,2.0,191293.86,France,Male,USD,0
477,72,8,29407.528921913214,2,1,0,44892.430139396914,2.4000000000000004,0,0.6551,1,2,9.0,5881.51,France,Male,ZWL,0
713,39,5,0.0,1,1,1,89515.35870257621,1.0,1,0.0,2,3,7.5,0.0,France,Male,ZWL,0
507,73,5,0.0,3,1,1,139023.05690849188,1.6999999999999997,1,0.0,1,4,8.5,0.0,Germany,Male,USD,0
622,72,1,0.0,2,0,1,104979.2103272076,1.35,1,0.0,1,3,4.0,0.0,France,Male,ZWL,0
664,66,8,143204.27476249158,1,1,1,183065.4040126753,1.75,0,0.7823,1,3,10.5,136385.02,France,Female,USD,0
743,52,0,128972.22215542886,2,1,0,102231.99916753473,2.9000000000000004,0,1.2616,1,2,1.0,122830.69,France,Male,USD,1
704,74,5,176400.34064016023,1,1,1,41512.50224746595,1.75,0,4.2492,1,3,7.5,168000.32,France,Female,USD,0
689,21,7,204406.80407584104,2,0,0,166323.60034959402,3.1500000000000004,0,1.229,1,1,8.0,194673.15,Germany,Male,USD,0
751,45,1,0.0,1,1,0,155759.21901129992,1.8000000000000003,1,0.0,3,1,1.5,0.0,Spain,Male,ZWL,0
394,30,2,24000.102788157885,1,1,1,40454.66074582178,1.25,0,0.5932,1,3,4.5,4800.02,Germany,Female,ZWL,0
457,47,9,0.0,2,1,0,154228.38609527267,2.1500000000000004,1,0.0,2,2,10.0,0.0,Germany,Female,USD,0
568,64,9,0.0,2,1,1,64457.89247011551,1.35,1,0.0,1,4,12.0,0.0,Germany,Male,ZWL,0
792,29,6,191205.0289579984,1,1,0,113060.192733233,2.5500000000000003,0,1.6912,2,1,6.5,182100.03,France,Female,USD,0
667,20,0,0.0,2,1,1,194171.27774496173,1.35,1,0.0,1,4,3.0,0.0,France,Female,USD,1
664,38,4,249649.51989803527,1,1,1,8868.07768246264,2.0,0,28.1483,1,3,6.5,237761.45,Spain,Male,USD,0
526,57,5,20555.693088035157,2,1,1,34145.626810181675,1.6,0,0.602,0,4,8.0,4111.14,France,Male,ZWL,0
577,18,9,31156.69065469497,4,1,1,121220.16462844338,2.3,0,0.257,0,4,13.0,29673.04,France,Female,USD,0
540,35,6,0.0,1,1,1,10027.869743388304,1.0,1,0.0,2,3,8.5,0.0,Spain,Male,ZWL,0
820,30,9,0.0,1,1,0,22004.89215169018,1.8000000000000003,1,0.0,3,1,9.5,0.0,France,Male,ZWL,0
509,24,9,39861.86659880975,2,1,0,122597.61863757177,2.4000000000000004,0,0.3251,1,2,10.0,37963.68,France,Male,USD,0
743,30,6,100075.01320361502,2,1,0,168288.44605634434,2.9000000000000004,0,0.5947,1,2,7.0,95309.54,France,Female,USD,0
616,34,2,25429.27156811929,2,1,1,109148.43479288716,1.6,0,0.233,0,4,5.0,5085.85,France,Female,ZWL,0
707,62,6,136340.86721912542,2,1,1,37360.3134172407,2.1,0,3.6493,0,4,9.0,129848.44,France,Female,USD,1
675,49,0,34976.65624592011,2,1,0,26286.86151789141,2.4000000000000004,0,1.3305,1,2,1.0,33311.1,France,Female,USD,1
728,46,3,0.0,2,0,0,164122.59626094898,2.1500000000000004,1,0.0,2,1,4.0,0.0,Germany,Female,USD,1
838,62,6,0.0,1,1,1,180543.6196695697,1.0,1,0.0,2,3,8.5,0.0,Spain,Female,ZWL,0
539,47,6,66128.23604492866,2,1,0,150934.4720828551,2.6500000000000004,0,0.4381,1,2,7.0,62979.27,France,Female,USD,1
524,28,3,0.0,2,0,0,43909.96079456419,2.1500000000000004,1,0.0,2,1,4.0,0.0,Spain,Female,ZWL,0
639,31,0,94109.59166714616,2,1,0,70412.56912353184,2.6500000000000004,0,1.3365,1,2,1.0,89628.18,France,Male,USD,1
833,70,7,161203.0925651285,2,0,1,86154.70751512695,2.1,0,1.8711,0,3,10.0,153526.75,France,Female,USD,0
706,27,3,0.0,1,0,1,24856.043630592358,1.0,1,0.0,2,2,5.5,0.0,France,Female,USD,0
494,25,1,40566.16340379304,1,0,0,50688.70461249402,2.0500000000000003,0,0.8003,2,0,1.5,38634.44,Germany,Female,USD,0
581,48,3,127278.77605212278,1,1,0,145323.1478092807,2.5500000000000003,0,0.8758,2,1,3.5,121217.88,France,Female,USD,1
709,23,7,223396.32679551924,2,1,1,156473.38783136598,2.35,0,1.4277,0,4,10.0,212758.41,Germany,Female,USD,0
787,36,7,45618.5292260115,2,0,0,36495.68683932012,2.4000000000000004,0,1.2499,1,1,8.0,43446.22,Spain,Female,USD,0
553,72,4,0.0,2,1,0,65329.381097564845,2.1500000000000004,1,0.0,2,2,5.0,0.0,Germany,Male,USD,1
562,36,1,14642.840891667318,3,1,1,98871.41897080273,1.9499999999999997,0,0.1481,0,4,4.5,2928.57,Germany,Male,ZWL,0
389,29,6,33931.924162265,3,0,1,35024.45545692564,1.9499999999999997,0,0.9688,0,3,9.5,32316.12,Spain,Male,USD,0
624,70,2,52618.609994212966,1,1,0,172625.42518752548,2.3000000000000003,0,0.3048,2,1,2.5,50112.96,France,Male,USD,0
672,56,5,122750.37519320726,1,0,1,60516.92838682517,1.75,0,2.0283,1,2,7.5,116905.12,France,Male,USD,1
431,67,8,81796.60995918221,1,1,1,49585.1227976914,1.5,0,1.6496,1,3,10.5,77901.53,Germany,Male,USD,0
530,69,4,110360.8107030229,2,1,0,178706.03808282758,2.9000000000000004,0,0.6176,1,2,5.0,105105.53,Germany,Male,USD,0
848,35,8,0.0,2,1,1,134724.84066854234,1.35,1,0.0,1,4,11.0,0.0,France,Female,ZWL,0
669,72,3,91931.4966998349,1,0,1,102496.23862469516,1.5,0,0.8969,1,2,5.5,87553.81,France,Male,USD,0
432,20,8,213547.84258170569,2,1,0,21460.458082098976,3.1500000000000004,0,9.9503,1,2,9.0,203378.9,France,Female,USD,0
652,26,0,27473.743013998275,2,1,0,29071.311391061598,2.4000000000000004,0,0.945,1,2,1.0,5494.75,France,Female,ZWL,0
611,23,3,204866.88002256447,1,1,0,44773.4724723726,2.8000000000000003,0,4.5755,2,1,3.5,195111.31,France,Male,USD,0
621,18,0,226374.1913672184,2,0,0,43715.71683631744,3.1500000000000004,0,5.1782,1,1,1.0,215594.47,Spain,Male,USD,0
549,59,8,0.0,2,1,1,177398.09826530935,1.35,1,0.0,1,4,11.0,0.0,Spain,Female,ZWL,0
589,57,7,141303.7431015575,1,0,0,188362.57521221647,2.5500000000000003,0,0.7502,2,0,7.5,134574.99,France,Female,USD,0
751,46,7,54918.639188823865,2,1,0,83382.55189217805,2.6500000000000004,0,0.6586,1,2,8.0,52303.47,Germany,Male,USD,1
529,72,6,31805.51914858066,2,0,0,40130.17757103375,2.4000000000000004,0,0.7925,1,1,7.0,30290.97,Spain,Male,USD,0
781,66,8,194896.33785972567,2,1,1,54745.55561273465,2.1,0,3.56,0,4,11.0,185615.56,France,Male,USD,0
520,52,2,161159.1792106779,1,1,0,4696.94331012897,2.5500000000000003,0,34.3042,2,1,2.5,153484.93,France,Male,USD,0
644,52,6,190538.38953834248,2,1,1,43023.84225476395,2.1,0,4.4286,0,4,9.0,181465.13,Germany,Male,USD,0
526,47,5,115524.62428003288,1,0,0,3112.887046989687,2.5500000000000003,0,37.0998,2,0,5.5,110023.45,Spain,Male,USD,1
718,52,4,69905.48648207908,2,1,0,192346.06971177517,2.6500000000000004,0,0.3634,1,2,5.0,66576.65,France,Female,USD,0
745,56,8,112443.99045782024,1,1,1,124727.74250695833,1.75,0,0.9015,1,3,10.5,107089.51,Spain,Female,USD,0
586,39,3,0.0,1,0,1,134822.72974123797,1.0,1,0.0,2,2,5.5,0.0,France,Female,ZWL,0
487,60,2,78046.47461479586,2,1,0,16479.60443155826,2.6500000000000004,0,4.7357,1,2,3.0,74329.98,France,Female,USD,0
676,45,2,81405.46188969586,2,1,1,92203.78688236978,1.85,0,0.8829,0,4,5.0,77529.01,France,Female,USD,0
715,35,1,0.0,2,1,0,86343.01196856171,2.1500000000000004,1,0.0,2,2,2.0,0.0,France,Female,ZWL,0
660,49,0,22752.425565817422,4,1,0,167315.11897665635,3.1,0,0.136,1,2,2.0,4550.49,Spain,Male,ZWL,1
478,22,2,68865.23480991679,1,0,1,155879.08608357122,1.5,0,0.4418,1,2,4.5,65585.94,Spain,Male,USD,0
398,71,7,76386.4876812794,2,1,1,83090.02839529689,1.85,0,0.9193,0,4,10.0,72749.04,France,Female,USD,0
513,51,5,142326.53722682767,1,1,0,145539.36492870303,2.5500000000000003,0,0.9779,2,1,5.5,135549.08,Spain,Female,USD,0
626,48,1,68726.67307863728,1,1,1,17364.312444450305,1.5,0,3.9577,1,3,3.5,65453.97,Spain,Male,USD,0
642,63,7,41782.97840916547,1,0,0,50727.83123569631,2.0500000000000003,0,0.8237,2,0,7.5,39793.31,France,Male,USD,0
465,50,4,0.0,1,1,0,34050.257924168014,1.8000000000000003,1,0.0,3,1,4.5,0.0,Germany,Female,USD,1
373,21,3,111251.91413017252,2,0,1,145088.1998080387,2.1,0,0.7668,0,3,6.0,105954.2,France,Male,USD,0
660,31,0,0.0,1,0,0,176608.39448277577,1.8000000000000003,1,0.0,3,0,0.5,0.0,Germany,Male,ZWL,1
374,32,0,0.0,1,0,0,123736.48038214348,1.8000000000000003,1,0.0,3,0,0.5,0.0,France,Female,ZWL,0
740,37,3,84354.6043701373,2,1,1,133006.4405975387,1.85,0,0.6342,0,4,6.0,80337.72,Germany,Male,USD,0
476,37,8,0.0,1,1,1,118197.80069772308,1.0,1,0.0,2,3,10.5,0.0,France,Female,ZWL,0
583,66,9,0.0,4,1,1,118111.1208749748,2.05,1,0.0,1,4,13.0,0.0,Spain,Female,ZWL,0
558,52,9,119449.45089093826,1,0,0,42380.66601847832,2.5500000000000003,0,2.8184,2,0,9.5,113761.38,Spain,Male,USD,0
442,72,5,118713.18092577606,2,1,0,3681.6637857372166,2.9000000000000004,0,32.2357,1,2,6.0,113060.17,France,Male,USD,0
443,21,0,98535.85180467938,1,0,0,38460.96287153687,2.3000000000000003,0,2.5619,2,0,0.5,93843.67,France,Male,USD,0
676,35,7,92090.55387851484,2,0,0,63815.32228865127,2.6500000000000004,0,1.4431,1,1,8.0,87705.29,France,Male,USD,0
574,41,8,0.0,1,0,1,80057.14051632734,1.0,1,0.0,2,2,10.5,0.0,Germany,Female,USD,0
804,44,1,218609.71857527585,2,1,0,144266.55473323198,3.1500000000000004,0,1.5153,1,2,2.0,208199.73,France,Male,USD,0
727,50,5,122519.51550353106,1,1,0,3124.576570043423,2.5500000000000003,0,39.199,2,1,5.5,116685.25,Germany,Male,USD,0
629,42,6,170625.13557866376,2,1,1,115925.42938439397,2.1,0,1.4718,0,4,9.0,162500.13,France,Male,USD,0
360,22,0,203883.67934631303,1,0,0,58897.23125773788,2.8000000000000003,0,3.4616,2,0,0.5,194174.93,France,Male,USD,0
678,35,4,113671.9859416479,2,0,1,36030.86824567074,2.1,0,3.1548,0,3,7.0,108259.03,France,Male,USD,0
361,62,4,211399.61989208596,1,1,0,56803.27426219635,2.8000000000000003,0,3.7215,2,1,4.5,201332.97,France,Female,USD,0
384,63,2,248243.92998839475,4,0,0,73347.28107787386,3.85,0,3.3845,1,1,4.0,236422.79,Spain,Male,USD,1
796,37,1,130998.69140503871,2,1,0,170044.34108719497,2.9000000000000004,0,0.7704,1,2,2.0,124760.66,Spain,Male,USD,1
801,52,0,106659.16177317352,1,1,0,50159.12482059239,2.5500000000000003,0,2.1264,2,1,0.5,101580.15,France,Male,USD,0
577,72,5,0.0,1,1,1,105549.50101038117,1.0,1,0.0,2,3,7.5,0.0,Germany,Female,USD,0
569,23,6,165800.7796343258,2,1,0,147327.56234763784,2.9000000000000004,0,1.1254,1,2,7.0,157905.5,France,Male,USD,0
790,44,1,0.0,1,0,1,185426.78435836904,1.0,1,0.0,2,2,3.5,0.0,Germany,Female,ZWL,0
490,45,1,222669.98938624817,1,0,1,6635.617714308557,2.0,0,33.5517,1,2,3.5,212066.66,France,Female,USD,0
372,28,4,165869.01334420382,1,1,1,155256.97107331167,1.75,0,1.0683,1,3,6.5,157970.49,Germany,Female,USD,0
432,26,4,163978.5803675896,1,1,1,49040.2872130799,1.75,0,3.3437,1,3,6.5,156170.08,Spain,Male,USD,0
839,69,2,0.0,2,0,1,167869.4617125204,1.35,1,0.0,1,3,5.0,0.0,France,Female,ZWL,1
578,45,2,0.0,1,0,1,29530.022785765294,1.0,1,0.0,2,2,4.5,0.0,Spain,Female,USD,0
772,36,0,229119.48747777857,2,1,1,133864.33935749996,2.35,0,1.7116,0,4,3.0,218209.04,France,Female,USD,0
693,56,2,148322.0968588103,1,1,1,147808.0980834085,1.75,0,1.0035,1,3,4.5,141259.14,France,Male,USD,0
429,71,8,0.0,1,1,1,104014.35229513986,1.0,1,0.0,2,3,10.5,0.0,France,Female,ZWL,0
702,38,1,91496.96256626485,2,0,0,68895.44667186693,2.6500000000000004,0,1.328,1,1,2.0,87139.96,France,Female,USD,1
745,48,0,20219.49409843698,1,1,0,31484.44323938838,2.0500000000000003,0,0.6422,2,1,0.5,4043.9,France,Male,ZWL,1
639,59,8,0.0,1,1,1,20996.99943740244,1.0,1,0.0,2,3,10.5,0.0,France,Male,USD,0
804,24,4,0.0,1,1,1,151126.39222556003,1.0,1,0.0,2,3,6.5,0.0,France,Female,ZWL,0
680,54,7,47156.0904183505,1,1,1,12025.352974482206,1.25,0,3.9211,1,3,9.5,44910.56,France,Male,USD,0
508,42,3,0.0,1,1,0,116523.47142765734,1.8000000000000003,1,0.0,3,1,3.5,0.0,Germany,Female,ZWL,0
826,45,7,138120.47593239462,2,0,1,5795.132212124178,2.1,0,23.8298,0,3,10.0,131543.31,Spain,Male,USD,1
477,53,4,237983.1274424873,2,0,1,92181.79687243167,2.35,0,2.5816,0,3,7.0,226650.6,France,Male,USD,0
539,34,5,14756.37796948396,1,1,0,27677.40453586764,2.0500000000000003,0,0.5331,2,1,5.5,2951.28,France,Female,ZWL,0
746,43,5,66805.49443239078,1,1,0,130134.0683535756,2.3000000000000003,0,0.5134,2,1,5.5,63624.28,France,Male,USD,0
380,45,5,242668.94984196607,1,0,0,49019.79080180749,2.8000000000000003,0,4.9503,2,0,5.5,231113.29,Spain,Female,USD,0
735,54,1,221596.65896367785,1,1,1,70088.75868125838,2.0,0,3.1616,1,3,3.5,211044.44,Germany,Female,USD,1
708,34,9,210363.99023253028,1,1,0,152037.51912864778,2.8000000000000003,0,1.3836,2,1,9.5,200346.66,France,Female,USD,0
364,66,9,32032.038120205525,1,0,0,120732.14710219686,2.0500000000000003,0,0.2653,2,0,9.5,30506.7,France,Female,USD,0
662,34,8,0.0,1,1,0,144640.1671877994,1.8000000000000003,1,0.0,3,1,8.5,0.0,France,Female,ZWL,0
424,50,6,58752.47199145377,2,1,0,139284.90423719623,2.6500000000000004,0,0.4218,1,2,7.0,55954.74,France,Male,USD,0
383,73,2,166245.8803937052,1,1,1,178021.83545236065,1.75,0,0.9338,1,3,4.5,158329.41,Spain,Female,USD,0
708,51,1,112607.46848655696,1,1,0,156100.12091991238,2.5500000000000003,0,0.7214,2,1,1.5,107245.21,Spain,Male,USD,1
545,74,3,0.0,2,1,0,146319.02008524642,2.1500000000000004,1,0.0,2,2,4.0,0.0,France,Male,ZWL,1
680,40,7,112926.60708041588,2,0,0,13569.533467283294,2.9000000000000004,0,8.3215,1,1,8.0,107549.15,Germany,Female,USD,0
378,47,8,227849.00515324489,2,1,1,23118.983257087817,2.35,0,9.8551,0,4,11.0,216999.05,France,Female,USD,0
543,44,9,16074.00743569852,1,1,1,108575.76971987334,1.25,0,0.148,1,3,11.5,15308.58,France,Male,USD,0
365,68,1,0.0,1,1,0,66357.31829207641,1.8000000000000003,1,0.0,3,1,1.5,0.0,Spain,Male,USD,1
772,26,5,209919.28163255577,2,0,0,102200.63561941762,3.1500000000000004,0,2.054,1,1,6.0,199923.13,Germany,Female,USD,0
426,37,7,0.0,2,1,1,145773.119352409,1.35,1,0.0,1,4,10.0,0.0,France,Male,ZWL,0
642,40,2,0.0,2,1,1,65040.30197733711,1.35,1,0.0,1,4,5.0,0.0,France,Female,USD,0
430,64,8,39144.75352292924,2,1,1,172575.0827051189,1.6,0,0.2268,0,4,11.0,37280.72,Spain,Female,USD,1
754,36,3,84702.6754700385,1,1,0,85858.4475255521,2.3000000000000003,0,0.9865,2,1,3.5,80669.21,Germany,Male,USD,1
777,54,4,0.0,1,1,0,66169.0641744268,1.8000000000000003,1,0.0,3,1,4.5,0.0,France,Male,USD,0
473,62,6,0.0,2,1,1,102463.46337893725,1.35,1,0.0,1,4,9.0,0.0,France,Female,ZWL,1
368,21,4,212941.33990239588,2,1,1,102505.30516394212,2.35,0,2.0773,0,4,7.0,202801.28,France,Male,USD,0
804,30,3,135028.6323263718,2,0,0,171703.1297615482,2.9000000000000004,0,0.7864,1,1,4.0,128598.7,Spain,Male,USD,1
451,55,3,230675.97532717645,1,0,1,38237.66402795818,2.0,0,6.0325,1,2,5.5,219691.41,Germany,Male,USD,0
741,29,4,88169.28623431876,2,0,0,103755.24444769217,2.6500000000000004,0,0.8498,1,1,5.0,83970.75,France,Male,USD,0
426,26,2,21719.218357111866,1,1,0,162277.05449463002,2.0500000000000003,0,0.1338,2,1,2.5,20684.97,Germany,Male,USD,0
578,32,8,219126.46532499883,2,1,1,133614.91074633258,2.35,0,1.64,0,4,11.0,208691.87,Spain,Male,USD,0
799,38,1,45908.23913299659,1,0,1,111310.0744481845,1.25,0,0.4124,1,2,3.5,43722.13,France,Female,USD,0
646,32,6,90554.08213410628,1,1,1,169935.67338474,1.5,0,0.5329,1,3,8.5,86241.98,France,Female,USD,0
552,66,3,121441.65184089956,2,1,1,154658.64678293112,2.1,0,0.7852,0,4,6.0,115658.72,Germany,Female,USD,0
821,22,7,0.0,3,1,0,12621.880542553452,2.5,1,0.0,2,2,8.5,0.0,Germany,Male,USD,1
803,22,6,15635.470770341148,1,0,1,89645.83991561036,1.25,0,0.1744,1,2,8.5,14890.92,Germany,Male,USD,0
410,42,7,136418.08978421142,2,1,1,140833.02274876996,2.1,0,0.9686,0,4,10.0,129921.99,Spain,Female,USD,0
375,41,3,28487.703419380352,2,0,0,127940.73372098144,2.4000000000000004,0,0.2227,1,1,4.0,5697.54,France,Female,ZWL,0
420,54,1,88441.82496967635,1,1,1,67582.06433572165,1.5,0,1.3086,1,3,3.5,84230.31,France,Female,USD,0
452,70,6,244113.27339469024,1,0,1,87774.49342129819,2.0,0,2.7811,1,2,8.5,232488.83,Spain,Female,USD,0
816,48,8,77288.98819374382,1,0,1,101493.4385644424,1.5,0,0.7615,1,2,10.5,73608.56,France,Female,USD,0
675,63,5,205089.274012629,2,1,1,85692.31377275605,2.35,0,2.3933,0,4,8.0,195323.12,Germany,Male,USD,0
712,51,6,0.0,2,0,0,148340.55060447886,2.1500000000000004,1,0.0,2,1,7.0,0.0,Germany,Female,ZWL,1
506,58,5,58579.4897730927,2,1,0,98418.46309506972,2.6500000000000004,0,0.5952,1,2,6.0,55789.99,Germany,Female,USD,0
712,31,1,183264.7324754802,2,1,0,159529.14740249782,2.9000000000000004,0,1.1488,1,2,2.0,174537.84,France,Female,USD,1
708,44,8,0.0,1,1,1,90597.19139317366,1.0,1,0.0,2,3,10.5,0.0,Spain,Female,ZWL,0
543,64,4,137928.0253851884,1,1,1,8366.545716105691,1.75,0,16.4837,1,3,6.5,131360.02,Spain,Female,USD,1
624,21,2,17176.574416249747,1,0,1,171839.68062649624,1.25,0,0.1,1,2,4.5,16358.64,Germany,Male,USD,0
673,40,3,0.0,2,0,1,146733.44835726518,1.35,1,0.0,1,3,6.0,0.0,France,Female,ZWL,0
535,55,3,186329.5583625175,1,0,1,34425.15091188887,1.75,0,5.4124,1,2,5.5,177456.72,France,Female,USD,0
675,63,8,0.0,1,0,0,68298.15667594604,1.8000000000000003,1,0.0,3,0,8.5,0.0,France,Female,USD,1
462,22,4,205553.64551270485,2,1,1,12940.282277923743,2.35,0,15.8836,0,4,7.0,195765.38,France,Female,USD,0
662,44,1,18974.38273493424,1,1,1,96169.62144453316,1.25,0,0.1973,1,3,3.5,3794.88,France,Male,ZWL,0
514,60,5,49050.69548775216,2,1,1,91374.19727020404,1.6,0,0.5368,0,4,8.0,46714.95,Spain,Female,USD,0
410,70,6,246538.4049393696,2,1,0,36193.70151364888,3.1500000000000004,0,6.8115,1,2,7.0,234798.48,Spain,Female,USD,0
441,31,7,47307.1074075692,1,1,1,37075.67692609455,1.25,0,1.2759,1,3,9.5,45054.39,Germany,Female,USD,0
635,24,4,61123.67345750716,1,1,0,48980.17386685399,2.3000000000000003,0,1.2479,2,1,4.5,58213.02,Germany,Male,USD,0
804,63,7,202629.84261240464,3,1,1,141837.6146415787,2.6999999999999997,0,1.4286,0,4,10.5,192980.8,France,Female,USD,0
806,62,7,104425.03928353728,3,1,0,65471.97663948417,3.25,0,1.5949,1,2,8.5,99452.42,Spain,Male,USD,0
502,35,3,37915.92314863346,2,0,0,116002.05518903137,2.4000000000000004,0,0.3269,1,1,4.0,36110.4,France,Female,USD,1
574,49,6,40022.65917059952,1,0,1,47957.82337791285,1.25,0,0.8345,1,2,8.5,38116.82,France,Male,USD,1
476,74,8,0.0,2,0,1,172069.92716652484,1.35,1,0.0,1,3,11.0,0.0,France,Female,USD,1
542,19,9,53360.39414479919,2,1,1,138850.62159661078,1.85,0,0.3843,0,4,12.0,50819.42,Spain,Male,USD,0
464,58,3,129275.80852991228,2,0,0,197614.67675685653,2.9000000000000004,0,0.6542,1,1,4.0,123119.82,Spain,Male,USD,0
611,60,8,13617.725282773368,2,0,1,173604.05207870682,1.6,0,0.0784,0,3,11.0,2723.55,France,Female,ZWL,0
367,37,3,0.0,1,1,1,26987.52390426723,1.0,1,0.0,2,3,5.5,0.0,Spain,Male,ZWL,0
