RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2089,15246584,Customer_2088,524,France,Female,36,1,92039.43046185152,2,1,1,96109.92162451606,0
2090,15116953,Customer_2089,715,France,Female,43,9,11854.04200495844,1,1,1,115096.13537120048,0
2091,15476072,Customer_2090,657,France,Male,32,5,111574.5596375063,1,1,1,86239.15758044149,0
2092,15682736,Customer_2091,723,Germany,Male,42,1,0.0,1,1,1,156674.23361298678,0
2093,15186626,Customer_2092,813,Spain,Female,32,1,199609.58197020527,2,1,0,192075.94897669228,0
2094,15145271,Customer_2093,570,Germany,Female,37,3,171954.96157455072,1,1,1,153364.65698230724,0
2095,15118533,Customer_2094,358,France,Female,47,7,16236.289055568046,1,1,1,172336.18903091887,0
2096,15998916,Customer_2095,638,Spain,Male,38,5,0.0,2,1,1,156729.34708175494,0
2097,15968452,Customer_2096,793,Spain,Male,64,7,140125.92137277423,2,1,0,81526.13945538827,0
2098,15598069,Customer_2097,462,France,Male,52,3,0.0,2,1,1,170826.84196981945,0
2099,15465966,Customer_2098,826,Spain,Female,61,2,194531.08807418853,1,1,1,7600.839563095779,1
2100,15066262,Customer_2099,554,France,Female,23,6,242388.57304451658,4,1,0,177105.52527482162,0
2101,15833032,Customer_2100,754,France,Female,69,6,178460.7335053535,2,1,1,94005.47392011336,0
2102,15076898,Customer_2101,535,France,Male,54,1,140775.2396639171,1,1,0,66004.06004205997,1
2103,15455699,Customer_2102,690,France,Female,28,0,109462.07255596804,2,0,1,105033.96757987213,0
2104,15149369,Customer_2103,546,France,Female,40,7,0.0,1,1,1,137590.17041816862,0
2105,15554736,Customer_2104,615,France,Female,61,2,234340.33522514877,2,1,0,123058.58888002583,0
2106,15288316,Customer_2105,611,France,Female,56,5,111498.21818218447,1,0,1,123619.88219865567,0
2107,15960378,Customer_2106,597,Spain,Female,26,6,0.0,1,1,0,20001.026736756357,0
2108,15007657,Customer_2107,464,Spain,Female,35,7,59688.257012282644,2,1,1,145796.5888969001,0
2109,15477602,Customer_2108,470,Spain,Male,63,5,215792.05695692878,2,1,0,142335.8608497198,0
2110,15780977,Customer_2109,490,France,Female,53,6,181246.41627179124,3,0,1,23160.709402562145,0
2111,15942929,Customer_2110,414,France,Male,57,4,95129.7375045313,1,0,1,8728.60759610249,0
2112,15944189,Customer_2111,625,France,Female,65,2,219771.44501117876,1,0,1,196552.85872921383,1
2113,15374999,Customer_2112,662,France,Female,53,1,243003.2856330049,1,1,0,149245.65134720426,0
2114,15942082,Customer_2113,588,Germany,Male,45,6,79244.80221101777,2,1,1,121155.1968215248,0
2115,15684191,Customer_2114,651,Germany,Female,36,7,0.0,2,1,0,63255.35026849033,0
2116,15007906,Customer_2115,741,Germany,Female,47,7,209654.12070025908,2,0,1,55137.81052972135,0
2117,15323557,Customer_2116,359,Germany,Female,55,2,0.0,1,1,1,27083.602220807195,0
2118,15578316,Customer_2117,806,France,Female,68,1,222248.38240858773,1,1,1,121708.59647597416,0
2119,15793719,Customer_2118,718,France,Female,32,8,93404.29405371002,2,0,1,115197.29262701188,0
2120,15295804,Customer_2119,582,Germany,Female,61,5,149500.98364587544,1,1,1,187094.3998750359,0
2121,15468974,Customer_2120,544,France,Male,29,9,0.0,2,0,0,125562.68705732055,0
2122,15846936,Customer_2121,744,France,Male,19,2,0.0,2,1,1,90294.67567145945,0
2123,15715080,Customer_2122,361,France,Male,26,4,0.0,3,0,1,179452.99708183052,1
2124,15627267,Customer_2123,743,France,Female,52,0,169374.2303410179,1,1,1,122811.04276992528,1
2125,15034701,Customer_2124,758,France,Male,18,1,169394.88483538188,2,1,1,142848.69840441472,0
2126,15083300,Customer_2125,526,Spain,Female,63,8,81248.71350433712,2,1,1,125333.12364906074,0
2127,15765537,Customer_2126,526,Spain,Male,48,9,0.0,2,0,1,33896.15350169366,0
2128,15673034,Customer_2127,566,France,Female,45,9,0.0,2,1,1,24779.238916244252,0
2129,15083560,Customer_2128,360,France,Male,62,2,0.0,2,1,1,124914.52273128998,0
2130,15242615,Customer_2129,795,Germany,Female,74,7,230734.00631089378,2,1,1,182795.43256245577,1
2131,15941378,Customer_2130,467,France,Female,54,9,0.0,2,1,0,192724.52636566,0
2132,15043642,Customer_2131,513,France,Female,24,7,53878.58340952933,2,1,1,199076.26144487428,0
2133,15517083,Customer_2132,388,France,Female,63,4,0.0,2,0,0,168794.9755543192,0
2134,15491036,Customer_2133,402,France,Female,33,7,203857.2762622144,2,0,0,72782.04588479309,0
2135,15327304,Customer_2134,567,Spain,Female,67,1,171834.41632990478,2,0,1,122703.66004637498,1
2136,15804034,Customer_2135,555,Spain,Female,31,1,44285.961603304626,1,0,0,121811.00288516145,0
2137,15365464,Customer_2136,836,France,Male,50,3,152787.61475746945,2,1,1,107511.72140336304,0
2138,15613089,Customer_2137,661,France,Female,23,7,189611.54624119902,1,0,0,148410.35756692945,0
2139,15288075,Customer_2138,709,France,Female,38,1,42875.32664292234,1,1,0,34005.45641777536,0
2140,15094377,Customer_2139,734,France,Male,27,3,0.0,2,0,1,37745.85134740511,0
2141,15815624,Customer_2140,405,Spain,Female,49,7,0.0,1,1,0,188927.63986354414,0
2142,15832974,Customer_2141,467,Germany,Female,23,2,31780.433933166198,1,0,1,167967.3531013697,0
2143,15913447,Customer_2142,737,Germany,Female,19,7,45649.4509755832,2,1,0,163700.02417346337,0
2144,15828952,Customer_2143,602,Spain,Female,56,1,0.0,2,1,1,96623.79280523512,0
2145,15326916,Customer_2144,635,Spain,Male,66,0,137366.0340846956,3,0,1,113554.3536107133,1
2146,15451978,Customer_2145,617,Spain,Male,44,5,47406.05949867438,3,1,0,124979.24390900828,0
2147,15312250,Customer_2146,640,France,Male,73,7,0.0,1,1,1,58800.90856627938,0
2148,15605409,Customer_2147,682,France,Male,31,8,0.0,1,1,1,58948.54856657587,1
2149,15025559,Customer_2148,529,Germany,Female,40,9,0.0,1,1,0,35983.300051332626,1
2150,15892027,Customer_2149,764,France,Male,56,7,0.0,2,1,0,112039.56494133206,0
2151,15558030,Customer_2150,707,Spain,Female,71,1,203236.61221465204,1,1,1,32711.6933267919,0
2152,15856101,Customer_2151,584,Germany,Female,38,0,0.0,1,1,1,40236.85767512614,0
2153,15997703,Customer_2152,692,Spain,Female,58,6,117389.03958074216,1,1,0,180500.9679436446,0
2154,15677114,Customer_2153,545,France,Male,68,6,37550.235457329676,1,1,1,105193.75006180257,0
2155,15135044,Customer_2154,657,Spain,Male,47,2,212689.98249319603,2,0,1,123813.65769907658,0
2156,15857263,Customer_2155,429,France,Male,42,5,10957.360001213088,3,1,0,26868.07199258746,0
2157,15112217,Customer_2156,484,Spain,Male,70,6,44675.34601872049,1,1,0,41220.342162654226,0
2158,15566161,Customer_2157,371,France,Female,41,8,138175.4136660742,2,0,0,19656.33005516426,0
2159,15892964,Customer_2158,826,Germany,Female,28,0,0.0,1,0,0,54309.50665579518,0
2160,15912699,Customer_2159,680,Spain,Male,52,2,0.0,1,1,1,176304.6223818114,0
2161,15403119,Customer_2160,789,France,Female,72,4,10873.708165479953,2,1,0,177724.52977144418,1
2162,15658380,Customer_2161,574,France,Male,21,2,0.0,1,1,0,134716.61729004738,0
2163,15828187,Customer_2162,407,Spain,Female,54,7,0.0,1,1,0,175131.84629785185,0
2164,15872388,Customer_2163,442,France,Male,53,9,148365.15590462828,3,0,1,38196.253490874995,0
2165,15086988,Customer_2164,541,Germany,Female,30,5,14669.957940973078,1,1,1,29607.329557284058,0
2166,15569936,Customer_2165,452,France,Male,26,1,59395.409645926506,2,1,1,153097.64121578517,0
2167,15125991,Customer_2166,745,Spain,Male,45,0,0.0,2,1,1,197922.48388384105,0
2168,15402732,Customer_2167,356,Germany,Male,72,9,213774.5372649865,2,0,0,143526.85374441967,0
2169,15506079,Customer_2168,477,France,Male,63,4,149809.00160357833,2,1,1,7416.223854790227,0
2170,15901437,Customer_2169,404,France,Female,33,8,139941.94169458322,1,1,1,36783.068983729085,0
2171,15526684,Customer_2170,580,Germany,Male,71,9,30808.009274419845,4,0,1,49507.85537592425,0
2172,15084082,Customer_2171,711,France,Female,23,8,0.0,2,1,1,84554.82482686354,0
2173,15936633,Customer_2172,411,France,Female,44,0,47413.37245474064,3,1,1,44196.14505665615,0
2174,15128322,Customer_2173,589,Germany,Female,27,2,0.0,4,0,0,12136.189033164143,0
2175,15656951,Customer_2174,439,France,Female,40,5,152232.49915736658,1,1,1,51672.20583271381,0
2176,15011303,Customer_2175,581,France,Male,38,4,212050.27035786968,2,0,0,70199.85684641011,0
2177,15161633,Customer_2176,806,Germany,Female,43,3,203547.29526635126,2,1,1,56728.27100616481,0
2178,15333863,Customer_2177,582,France,Female,62,1,55625.34703842005,2,1,0,5571.946397591297,1
2179,15249690,Customer_2178,703,France,Female,20,3,0.0,4,1,0,185516.45007978403,0
2180,15784108,Customer_2179,842,France,Female,60,4,10661.087905885997,4,1,1,108279.28349026962,0
2181,15099616,Customer_2180,682,Germany,Female,52,1,89230.14905397117,1,1,1,169705.29595313652,0
2182,15910597,Customer_2181,788,Germany,Male,24,9,25927.95199024162,2,1,1,3097.6445239531226,0
2183,15086231,Customer_2182,724,Germany,Female,44,0,0.0,1,1,1,159410.67154533448,0
2184,15269458,Customer_2183,641,France,Female,59,6,0.0,2,1,0,140886.95825687522,0
2185,15019623,Customer_2184,694,France,Male,50,6,51986.34323524979,1,0,1,195412.55551511937,0
2186,15723035,Customer_2185,501,France,Female,21,7,30431.397479574836,2,1,0,22943.187188591346,0
2187,15490042,Customer_2186,777,France,Male,43,9,64260.21249460801,4,1,1,128529.6252605172,0
2188,15458298,Customer_2187,494,Spain,Male,25,5,230980.34727912402,1,1,1,4247.9478811568115,0
2189,15476840,Customer_2188,479,France,Female,37,0,0.0,2,0,1,71402.66693488,1
2190,15105228,Customer_2189,490,France,Female,34,7,68137.76383858822,1,1,0,127151.5589841156,0
2191,15426346,Customer_2190,764,France,Female,22,1,0.0,2,0,1,186411.14850044163,0
2192,15707116,Customer_2191,442,Germany,Female,66,2,42758.721283234874,1,1,0,16591.576932619402,0
2193,15884056,Customer_2192,463,Germany,Male,26,7,175226.06334723346,1,1,1,97852.29036038551,0
2194,15681652,Customer_2193,633,Germany,Female,25,3,111962.90967744817,1,0,1,47683.747417027094,0
2195,15898217,Customer_2194,793,Spain,Male,24,4,0.0,1,0,0,43255.458834896934,0
2196,15520547,Customer_2195,760,France,Male,54,8,72953.78426763606,2,1,1,137659.68358474414,0
2197,15872638,Customer_2196,492,France,Male,53,6,0.0,2,0,1,5465.080901847786,1
2198,15069274,Customer_2197,572,France,Female,72,9,0.0,1,1,1,126352.43855465869,0
2199,15133541,Customer_2198,581,Germany,Male,20,6,0.0,1,0,1,32484.17585890349,0
2200,15053947,Customer_2199,812,Germany,Female,25,0,168908.5030310753,1,0,1,2960.4099902391335,0
2201,15677894,Customer_2200,382,Germany,Female,22,0,220125.01057563286,1,0,1,108744.39927903755,0
2202,15194692,Customer_2201,625,Germany,Male,22,7,0.0,2,0,1,22487.985616760183,0
2203,15048874,Customer_2202,519,Germany,Female,34,9,0.0,1,1,1,112297.88307808968,0
2204,15573996,Customer_2203,489,Spain,Male,64,0,0.0,4,0,0,56102.54188663815,0
2205,15074553,Customer_2204,706,Germany,Male,44,9,138338.56159677624,2,1,0,55769.99447277396,1
2206,15592632,Customer_2205,550,Spain,Female,57,1,85670.31108518022,1,0,0,161070.4402497872,0
2207,15835570,Customer_2206,372,France,Male,56,3,196760.9517486532,1,1,0,142359.6832254009,0
2208,15709662,Customer_2207,805,Germany,Female,66,8,121358.9537547066,2,0,1,165541.7907393766,0
2209,15571926,Customer_2208,573,Spain,Female,29,6,12990.807539416726,2,1,1,85003.08772245026,0
2210,15078249,Customer_2209,717,France,Female,45,6,86787.11804405518,2,0,0,22479.189573063562,0
2211,15892297,Customer_2210,619,Spain,Female,21,9,119726.54141872567,1,0,0,152699.70857012755,0
2212,15527007,Customer_2211,696,Germany,Male,69,6,99428.90322438463,2,0,0,173428.44633370888,1
2213,15678250,Customer_2212,502,France,Male,45,4,142418.82923402012,3,0,1,117581.98873920021,0
2214,15470452,Customer_2213,682,Germany,Male,42,0,0.0,1,1,0,44090.794368536655,1
2215,15429725,Customer_2214,434,France,Male,67,4,147384.61465344267,2,0,1,153355.57648840945,0
2216,15042534,Customer_2215,458,Spain,Male,53,7,246765.5898448902,2,0,1,8856.66594764141,0
2217,15495518,Customer_2216,380,Spain,Female,59,6,0.0,1,0,0,68776.4140681616,1
2218,15616529,Customer_2217,578,France,Male,20,6,174291.82776884787,2,1,1,78166.27400850804,0
2219,15412003,Customer_2218,589,France,Female,48,1,58146.41370364359,1,1,1,66314.87369878923,0
2220,15126209,Customer_2219,727,Germany,Male,54,0,149625.7458718194,2,1,1,188961.01410373906,0
2221,15442061,Customer_2220,712,France,Male,29,3,206722.0373632075,2,1,1,166444.42532383307,0
2222,15189004,Customer_2221,659,France,Male,72,7,0.0,1,1,0,106081.75263677721,0
2223,15616412,Customer_2222,738,Germany,Female,54,0,30828.369774169256,2,1,1,187022.88545044657,1
2224,15615947,Customer_2223,490,France,Male,54,1,168823.52886846397,1,1,0,31221.131868534085,0
2225,15164134,Customer_2224,505,France,Male,21,6,171661.15625915313,1,0,1,19290.49630937538,0
2226,15075713,Customer_2225,648,Spain,Female,47,4,203053.38087010483,1,1,0,76940.79927341793,0
2227,15742623,Customer_2226,694,Spain,Female,74,5,161095.54105597135,2,1,0,198175.5580486398,0
2228,15488972,Customer_2227,720,Spain,Male,55,7,213536.59742816375,2,0,0,180734.2401895574,0
2229,15977965,Customer_2228,448,Spain,Female,59,8,0.0,3,1,1,44389.589895277895,1
2230,15075418,Customer_2229,396,France,Female,55,7,0.0,1,0,0,185996.2364501043,0
2231,15984176,Customer_2230,836,France,Female,44,0,185869.743882595,1,1,1,126221.42090090773,0
2232,15128232,Customer_2231,676,France,Male,71,3,102625.49151132874,1,0,0,61837.7791498901,0
2233,15952336,Customer_2232,771,Spain,Male,39,4,0.0,1,1,1,163449.74340384296,0
2234,15520551,Customer_2233,829,Spain,Male,18,8,0.0,2,1,1,171337.47667940325,0
2235,15163038,Customer_2234,416,Germany,Female,65,5,191290.27393828862,1,1,1,112.60470477449817,0
2236,15990049,Customer_2235,411,Spain,Male,60,5,0.0,1,1,1,26949.210889044498,1
2237,15930491,Customer_2236,458,Germany,Female,55,2,103365.48779895724,1,1,1,149879.3018158053,0
2238,15168383,Customer_2237,516,France,Male,37,1,222422.33389397577,2,0,1,122422.27101674373,0
2239,15818007,Customer_2238,386,France,Male,35,1,109733.58360623705,2,0,0,52274.08217718016,0
2240,15325996,Customer_2239,468,France,Male,23,6,238371.52689203588,2,0,0,54934.87322624302,0
2241,15258722,Customer_2240,847,France,Male,66,4,245970.1222623587,2,0,0,22221.562920916967,0
2242,15132079,Customer_2241,435,Germany,Female,29,9,0.0,1,0,1,85468.06004761017,0
2243,15202053,Customer_2242,731,France,Female,34,0,71495.88145519586,2,1,0,12284.642785297767,0
2244,15600530,Customer_2243,741,Germany,Female,70,4,97917.9048890957,1,1,1,136737.26738230925,0
2245,15178589,Customer_2244,814,Germany,Female,39,0,137837.21393585537,2,1,1,49080.181289615626,0
2246,15503238,Customer_2245,401,France,Female,35,8,88883.32022074133,2,1,0,176227.1413602528,0
2247,15029257,Customer_2246,440,France,Female,27,7,206543.1512376733,1,0,1,18998.099553828346,0
2248,15480488,Customer_2247,638,France,Male,41,3,0.0,2,0,1,138405.99277941344,0
2249,15435423,Customer_2248,843,France,Female,37,0,246589.0508620557,2,0,1,174115.6723413075,0
2250,15144353,Customer_2249,686,Spain,Female,29,7,90711.47503025069,2,1,0,140811.66771512158,0
2251,15323390,Customer_2250,647,France,Female,21,4,74858.57691346516,1,1,1,185233.25614895267,0
2252,15263579,Customer_2251,553,Germany,Female,59,0,0.0,1,1,1,65715.85035463191,0
2253,15229947,Customer_2252,717,Spain,Female,22,1,21391.007432447797,2,1,0,27049.46011835167,0
2254,15231758,Customer_2253,587,Spain,Female,43,4,52483.54758679841,2,1,1,69921.60450137626,0
2255,15615645,Customer_2254,731,Spain,Male,53,8,78281.98859431993,2,1,0,119230.45452673691,0
2256,15157732,Customer_2255,504,France,Male,33,9,0.0,3,0,1,189147.25253455623,1
2257,15922588,Customer_2256,589,France,Female,22,7,36330.60629818325,2,1,0,59111.00922683244,0
2258,15999701,Customer_2257,485,France,Female,43,9,206856.34399015148,1,0,0,137077.89549775215,0
2259,15931011,Customer_2258,756,France,Male,36,7,158569.15967407363,1,1,1,20129.02997119648,0
2260,15727955,Customer_2259,711,Spain,Male,73,8,0.0,2,1,0,53632.87363134344,0
2261,15608095,Customer_2260,730,Germany,Male,23,1,140866.14558427985,1,1,1,31963.85655191089,0
2262,15438755,Customer_2261,718,France,Female,41,6,79590.11457183982,1,1,1,95727.99959176382,0
2263,15902385,Customer_2262,413,France,Male,48,9,0.0,2,0,0,187350.8211793634,0
2264,15138563,Customer_2263,472,France,Female,48,4,65616.22830842673,1,1,1,183019.6470742837,0
2265,15783066,Customer_2264,603,Germany,Male,70,2,170482.60874363396,2,1,1,85429.03681917963,0
2266,15506047,Customer_2265,826,Germany,Male,24,9,70745.76120831611,2,1,1,171520.29495349282,0
2267,15705552,Customer_2266,463,Spain,Female,27,7,247508.72271798734,2,1,0,86298.59701416854,0
2268,15997899,Customer_2267,369,Spain,Male,56,1,228799.2179031967,3,0,1,81814.36083918484,0
2269,15910229,Customer_2268,365,France,Male,39,3,73493.57429785246,2,0,1,176895.3505500433,0
2270,15326032,Customer_2269,494,France,Male,31,4,0.0,1,1,1,6128.880021847551,1
2271,15597897,Customer_2270,557,France,Male,45,4,160230.25660049007,2,1,1,176137.70455958403,0
2272,15795509,Customer_2271,368,France,Female,59,3,184852.95553283746,2,1,1,166930.94764259324,0
2273,15772800,Customer_2272,725,Spain,Male,69,2,0.0,1,0,1,40190.98511682151,0
2274,15253973,Customer_2273,741,Germany,Female,39,2,61832.53514969511,2,1,0,81276.1222949022,0
2275,15283097,Customer_2274,515,Germany,Male,74,4,215936.5724125891,1,0,0,170267.06311239125,0
2276,15994423,Customer_2275,387,France,Female,49,9,76045.98135558626,2,1,1,111613.8248967994,0
2277,15376826,Customer_2276,530,France,Female,28,5,230207.05282843098,2,1,0,145688.7599111716,1
2278,15514257,Customer_2277,698,France,Female,31,0,97994.94380516873,1,1,0,31241.08795298923,0
2279,15854321,Customer_2278,454,Germany,Female,48,3,0.0,1,1,1,94783.4862975974,1
2280,15679181,Customer_2279,449,Germany,Male,61,9,152119.12305305156,2,1,0,102226.27472359763,0
2281,15430783,Customer_2280,439,France,Male,21,9,94870.33867370467,1,1,1,18984.223345977134,0
2282,15115374,Customer_2281,764,Germany,Female,62,5,244233.66208700198,2,1,1,64987.026356487506,0
2283,15549148,Customer_2282,649,Spain,Male,39,1,102812.03625149102,2,1,0,146795.28266937824,0
2284,15676555,Customer_2283,793,France,Male,71,9,85472.41956453711,2,1,0,34017.23376245923,0
2285,15601763,Customer_2284,681,Germany,Male,46,4,145934.71920001224,1,1,0,124282.89033319129,1
2286,15484090,Customer_2285,750,France,Male,52,8,185173.04426514372,2,0,1,14994.770223484824,1
2287,15873698,Customer_2286,428,Germany,Female,30,2,0.0,2,1,0,15481.902835632634,0
2288,15676787,Customer_2287,422,Spain,Male,37,2,26707.5552112418,1,1,0,138936.4442515719,0
2289,15887164,Customer_2288,772,Spain,Male,36,8,110682.06870289324,2,1,1,198512.280590366,0
2290,15289227,Customer_2289,775,France,Female,32,2,169282.62272025,2,1,1,72725.09069551845,0
2291,15742406,Customer_2290,525,France,Male,68,3,11192.535241669068,2,1,0,123143.67227784,1
2292,15843804,Customer_2291,745,France,Female,43,8,127367.88570715657,1,1,1,123836.39196629603,0
2293,15648074,Customer_2292,445,France,Male,37,3,203567.60794039542,2,1,1,35136.95910516498,0
2294,15961568,Customer_2293,694,Germany,Female,53,4,22209.195873238823,2,0,1,188083.02259047047,0
2295,15532101,Customer_2294,452,Spain,Male,23,1,91731.25102801064,3,0,0,105549.5149624795,0
2296,15031598,Customer_2295,751,France,Male,32,7,106220.39677256712,3,1,0,78169.12806035693,1
2297,15505934,Customer_2296,812,France,Male,21,8,0.0,1,1,0,26961.430374423067,0
2298,15782239,Customer_2297,573,France,Male,23,9,80972.55277959861,4,1,1,112465.82617092447,0
2299,15617394,Customer_2298,355,France,Female,19,3,69104.26292704017,2,0,1,180503.09245066397,0
2300,15289226,Customer_2299,471,France,Female,53,2,0.0,1,1,1,102068.360341562,0
2301,15815673,Customer_2300,585,France,Male,67,3,249011.08704404553,2,1,0,24668.42077258532,1
2302,15227286,Customer_2301,776,Germany,Male,32,6,0.0,1,1,0,55511.739045159346,0
2303,15437785,Customer_2302,465,France,Male,29,0,0.0,3,1,1,197515.6681673338,1
2304,15011745,Customer_2303,512,Germany,Male,57,1,28367.9070192472,1,1,0,80273.0591353115,0
2305,15812461,Customer_2304,575,Spain,Male,61,9,40708.9913563165,2,1,1,197013.9004074986,0
2306,15144097,Customer_2305,579,France,Female,58,4,0.0,1,1,0,109148.42140276964,0
2307,15232732,Customer_2306,531,Germany,Male,24,8,0.0,2,0,1,142027.05110478436,0
2308,15909827,Customer_2307,598,Germany,Female,39,5,0.0,2,0,0,44108.93865330889,0
2309,15669648,Customer_2308,667,Germany,Female,25,2,196398.2603977218,2,1,0,197447.38174549307,0
2310,15613474,Customer_2309,802,France,Female,69,2,0.0,1,0,1,1730.4537026634785,0
2311,15924044,Customer_2310,559,France,Male,59,6,73627.8346551487,1,1,0,171325.27594667303,0
2312,15884200,Customer_2311,493,Spain,Female,28,2,0.0,2,1,1,137709.42119412648,1
2313,15213030,Customer_2312,741,Spain,Female,19,9,0.0,1,1,0,131839.88829930226,1
2314,15724238,Customer_2313,694,France,Male,47,2,22854.42813960378,2,0,1,63062.11516950925,0
2315,15566134,Customer_2314,445,France,Male,21,9,132764.87733517203,1,1,0,37218.85347448047,0
2316,15338076,Customer_2315,731,France,Female,70,6,78789.64994163952,1,0,1,124757.36197517393,0
2317,15148554,Customer_2316,695,France,Female,42,8,0.0,4,0,0,183038.41180473796,0
2318,15285555,Customer_2317,593,Germany,Male,38,8,0.0,1,1,0,50107.195147521445,0
2319,15444191,Customer_2318,435,France,Female,42,2,30123.887366796513,3,1,1,161265.86952946545,0
2320,15453761,Customer_2319,764,France,Male,26,7,218081.82601035596,2,1,0,17707.192709463267,0
2321,15505518,Customer_2320,840,Spain,Male,25,0,225958.08254248515,1,0,0,48611.330975292025,1
2322,15340941,Customer_2321,743,France,Male,22,7,88128.75324724412,1,0,1,11051.525445461988,0
2323,15314451,Customer_2322,533,Spain,Male,63,1,246855.9127025314,1,0,0,76441.25915469395,0
2324,15920597,Customer_2323,470,Germany,Female,45,3,106303.9954268722,1,1,1,139250.16227670846,0
2325,15994762,Customer_2324,681,France,Female,19,6,240955.67382473222,2,1,0,99156.03576254593,0
2326,15284186,Customer_2325,441,Germany,Female,38,5,246850.8253573849,1,1,1,107571.14581498201,0
2327,15577218,Customer_2326,419,Germany,Male,66,8,0.0,2,1,0,114992.49802268136,0
2328,15772944,Customer_2327,753,France,Female,25,7,39959.37549104367,2,1,1,44675.56753709721,0
2329,15437629,Customer_2328,482,France,Male,51,1,150260.62675619556,2,1,0,66706.74525307433,1
2330,15768747,Customer_2329,628,Germany,Male,40,3,185660.83006147525,1,0,1,90979.17621486369,0
2331,15224695,Customer_2330,486,Spain,Female,32,0,28591.484114044877,3,1,1,114747.84748422675,0
2332,15884315,Customer_2331,663,Germany,Male,44,6,0.0,1,1,1,169409.40690353682,0
2333,15295900,Customer_2332,536,France,Male,19,3,214433.1093145476,2,1,1,92372.48803999352,0
2334,15053268,Customer_2333,570,Germany,Male,45,7,0.0,1,1,1,153785.97739734213,0
2335,15432430,Customer_2334,813,France,Male,28,1,133431.0617959805,2,0,1,23569.835851740732,0
2336,15212943,Customer_2335,787,Germany,Female,63,7,87833.1105088812,2,1,0,25964.655487198488,0
2337,15783204,Customer_2336,395,Germany,Female,38,1,0.0,1,1,1,57642.62053866678,0
2338,15421818,Customer_2337,627,Germany,Female,59,7,185045.25619141647,2,1,0,63643.96031291501,0
2339,15708691,Customer_2338,541,Spain,Female,49,0,109889.24350405214,1,0,1,125252.44596534081,0
2340,15573189,Customer_2339,357,Germany,Female,49,1,94423.06532371294,2,1,0,43871.60641483566,0
2341,15362130,Customer_2340,728,Germany,Female,24,4,28493.37305196169,2,1,0,28275.81643688575,0
2342,15194488,Customer_2341,625,France,Male,39,0,117336.75823698571,2,1,1,129182.54590436969,0
2343,15687556,Customer_2342,528,Spain,Female,31,4,104293.54708463697,1,0,1,199454.05657063442,0
2344,15390530,Customer_2343,683,Spain,Male,30,4,169190.11365245248,1,1,0,198403.9653555807,0
2345,15792058,Customer_2344,388,France,Female,38,6,115298.79677811757,2,1,1,184401.20303604603,0
2346,15662784,Customer_2345,642,France,Male,39,1,0.0,1,0,1,12424.228319473394,0
2347,15799289,Customer_2346,527,France,Female,51,1,0.0,2,1,1,152853.4938718263,0
2348,15241531,Customer_2347,511,Spain,Female,27,5,195691.54526909947,3,1,0,76838.22787443738,0
2349,15246693,Customer_2348,680,Germany,Female,18,9,236873.11897695265,2,1,1,164439.15308678514,0
2350,15937486,Customer_2349,723,France,Female,18,2,0.0,1,1,1,9685.806074941054,0
2351,15994465,Customer_2350,453,Spain,Male,41,7,111408.61603668467,2,1,1,167383.75716869894,0
2352,15919484,Customer_2351,510,France,Female,20,2,0.0,3,1,0,123962.05685843981,0
2353,15703650,Customer_2352,636,Spain,Male,48,9,20283.105224339062,1,0,1,16048.552217767363,0
2354,15550719,Customer_2353,472,France,Male,60,3,93974.87839161244,2,0,1,191681.76158026885,1
2355,15871408,Customer_2354,403,France,Male,68,6,0.0,2,1,1,174494.78290434444,0
2356,15238360,Customer_2355,777,France,Male,58,0,0.0,1,1,0,137811.4653330237,1
2357,15344855,Customer_2356,383,France,Male,30,0,127452.70942765826,2,1,0,73844.14139994983,0
2358,15507403,Customer_2357,591,Germany,Female,71,8,235385.84833100255,2,0,0,101939.37994987225,0
2359,15026385,Customer_2358,804,Germany,Female,21,5,15742.360108614228,2,1,0,5470.001444184658,0
2360,15431374,Customer_2359,727,France,Male,69,4,28699.5167980448,1,0,0,134370.47059512162,0
2361,15416235,Customer_2360,462,France,Male,40,1,57271.120937948916,1,1,1,191070.29037545773,0
2362,15280783,Customer_2361,667,France,Male,23,1,102375.78296547088,1,0,0,43733.673622759066,0
2363,15085530,Customer_2362,372,Germany,Male,51,6,122989.56991693669,1,0,1,81508.63966603286,0
2364,15755271,Customer_2363,395,Germany,Male,58,5,18801.155826847156,1,1,0,172369.9568846222,0
2365,15283707,Customer_2364,661,France,Male,35,7,0.0,2,1,1,13239.532866119174,0
2366,15956845,Customer_2365,484,Germany,Female,73,2,0.0,1,1,0,64002.93419943821,1
2367,15377816,Customer_2366,467,France,Female,53,2,74322.47367546317,1,1,1,188292.88009927695,0
2368,15923280,Customer_2367,822,Spain,Male,43,4,71624.37621497264,1,1,0,153796.37043157034,0
2369,15429660,Customer_2368,538,Spain,Male,50,9,16140.508238431463,2,0,0,16194.191921673122,0
2370,15986420,Customer_2369,480,Germany,Female,50,3,105791.69504229685,2,1,1,92894.51264620453,0
2371,15401927,Customer_2370,771,Spain,Female,42,7,71075.27610531899,1,1,1,102509.09026914426,0
2372,15729678,Customer_2371,561,Spain,Male,69,5,158420.79372202887,1,1,0,148081.9379861779,1
2373,15345114,Customer_2372,767,Spain,Male,34,7,141491.93489180008,2,0,0,42883.38767894909,0
